Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,46:09,12,22,.545,0,5,.000,8,9,.889,2,11,13,7,0,2,1,3,32,+3,0
J.R. Smith,35:18,4,12,.333,4,10,.400,0,0,nan,0,6,6,0,0,0,2,3,12,+2,0
Kevin Love,29:15,2,10,.200,0,3,.000,1,2,.500,5,6,11,1,2,1,2,3,5,+3,0
Kyle Korver,26:13,4,9,.444,4,9,.444,6,7,.857,0,3,3,1,0,2,0,1,18,+5,0
Jose Calderon,19:29,2,4,.500,1,2,.500,0,0,nan,0,2,2,2,0,0,1,2,5,-1,0
Jeff Green,24:23,3,5,.600,1,2,.500,1,2,.500,0,4,4,4,0,1,1,1,8,+7,0
Jordan Clarkson,22:19,5,9,.556,2,3,.667,0,0,nan,0,2,2,1,0,0,1,2,12,-2,0
Larry Nance,15:29,2,4,.500,0,0,nan,2,2,1.000,1,2,3,0,2,1,1,0,6,-2,0
Rodney Hood,13:57,1,2,.500,0,0,nan,4,4,1.000,0,0,0,0,0,0,1,2,6,-2,0
Tristan Thompson,7:28,0,1,.000,0,0,nan,0,0,nan,0,1,1,1,0,0,1,1,0,+7,0
Kendrick Perkins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Ante Zizic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Cedi Osman,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,35,78,.449,12,34,.353,22,26,.846,8,37,45,17,4,7,11,18,104,nan,0
Victor Oladipo,41:10,5,20,.250,3,8,.375,4,5,.800,1,5,6,5,0,2,3,1,17,0,1
Thaddeus Young,39:02,5,12,.417,1,2,.500,1,4,.250,4,12,16,1,3,2,0,3,12,-6,1
Bojan Bogdanovic,33:49,4,13,.308,2,8,.250,0,0,nan,0,6,6,2,0,0,1,3,10,-2,1
Darren Collison,31:48,5,14,.357,1,5,.200,1,1,1.000,0,5,5,8,1,0,0,1,12,+5,1
Myles Turner,22:46,7,9,.778,3,4,.750,0,0,nan,0,2,2,0,1,0,1,4,17,-4,1
Domantas Sabonis,25:14,9,12,.750,1,1,1.000,0,1,.000,3,3,6,0,0,0,2,1,19,0,1
Lance Stephenson,23:09,5,11,.455,1,4,.250,0,0,nan,1,1,2,6,1,1,1,4,11,0,1
Cory Joseph,16:12,0,2,.000,0,1,.000,0,0,nan,1,1,2,3,1,0,0,2,0,-9,1
Trevor Booker,6:50,0,0,nan,0,0,nan,2,2,1.000,1,1,2,0,0,0,0,0,2,-4,1
Glenn Robinson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Al Jefferson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Joe Young,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
T.J. Leaf,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,35,78,.449,12,34,.353,22,26,.846,8,37,45,17,4,7,11,18,104,nan,240,1
