Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Victor Oladipo,41:27,10,21,.476,4,9,.444,6,9,.667,0,12,12,6,3,0,2,1,30,+1,0
Darren Collison,40:26,9,13,.692,1,3,.333,4,4,1.000,0,1,1,2,1,0,2,3,23,+4,0
Thaddeus Young,37:37,6,13,.462,1,3,.333,1,2,.500,5,5,10,4,1,0,2,3,14,-7,0
Bojan Bogdanovic,37:02,1,9,.111,1,7,.143,0,0,nan,0,0,0,2,1,0,3,5,3,+4,0
Myles Turner,25:02,2,3,.667,0,1,.000,4,5,.800,1,3,4,0,0,0,0,6,8,+10,0
Domantas Sabonis,26:01,3,10,.300,0,1,.000,4,4,1.000,3,2,5,0,0,0,1,6,10,-6,0
Cory Joseph,13:23,1,3,.333,1,2,.500,0,0,nan,0,1,1,1,0,0,1,1,3,0,0
Lance Stephenson,11:57,3,6,.500,2,4,.500,0,0,nan,0,1,1,0,0,0,0,2,8,-19,0
Trevor Booker,7:04,1,2,.500,0,1,.000,0,0,nan,1,2,3,0,0,0,0,1,2,-7,0
T.J. Leaf,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Glenn Robinson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Al Jefferson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Joe Young,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,36,80,.450,10,31,.323,19,24,.792,10,27,37,15,6,0,11,28,101,nan,0
LeBron James,43:25,16,25,.640,2,3,.667,11,15,.733,2,6,8,7,4,0,4,4,45,-2,1
J.R. Smith,35:16,3,9,.333,3,8,.375,2,2,1.000,3,1,4,2,0,1,1,3,11,+5,1
Tristan Thompson,34:54,5,6,.833,0,0,nan,5,6,.833,5,5,10,1,1,1,3,2,15,+2,1
Kevin Love,32:14,5,13,.385,4,8,.500,0,0,nan,3,3,6,2,0,0,1,5,14,+7,1
Kyle Korver,22:38,1,7,.143,1,5,.200,0,0,nan,0,3,3,2,0,0,1,2,3,+8,1
Jeff Green,21:28,1,5,.200,0,2,.000,3,4,.750,0,1,1,1,1,1,0,2,5,+5,1
George Hill,19:12,1,3,.333,0,2,.000,9,11,.818,1,5,6,3,0,1,1,0,11,+5,1
Larry Nance,12:44,0,2,.000,0,0,nan,1,2,.500,0,4,4,0,0,0,0,2,1,-1,1
Jordan Clarkson,10:55,0,4,.000,0,1,.000,0,0,nan,1,0,1,0,0,0,1,0,0,-3,1
Rodney Hood,7:14,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,-6,1
Jose Calderon,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Cedi Osman,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Ante Zizic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,36,80,.450,10,31,.323,19,24,.792,10,27,37,15,6,0,11,28,101,nan,240,1
