Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Al Horford,41:49,5,13,.385,1,3,.333,4,4,1.000,0,7,7,1,1,1,0,1,15,+2,0
Jaylen Brown,39:43,10,23,.435,2,6,.333,3,3,1.000,1,5,6,2,2,0,0,5,25,-8,0
Terry Rozier,39:16,6,15,.400,3,9,.333,1,3,.333,0,6,6,11,3,0,0,3,16,+3,0
Jayson Tatum,38:20,5,13,.385,0,1,.000,7,8,.875,1,1,2,1,0,0,2,3,17,-14,0
Marcus Morris,24:25,4,8,.500,1,2,.500,1,2,.500,2,1,3,1,1,0,2,5,10,-9,0
Marcus Smart,30:35,2,8,.250,1,5,.200,3,4,.750,0,5,5,5,2,1,5,5,8,-4,0
Aron Baynes,16:25,2,3,.667,0,0,nan,4,6,.667,5,2,7,0,0,1,0,2,8,-1,0
Semi Ojeleye,9:27,1,2,.500,1,2,.500,0,0,nan,0,1,1,0,0,0,0,2,3,-14,0
Abdel Nader,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Shane Larkin,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Guerschon Yabusele,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Greg Monroe,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,35,85,.412,9,28,.321,23,30,.767,9,28,37,21,9,3,9,26,102,nan,0
LeBron James,41:53,17,28,.607,1,4,.250,9,13,.692,1,4,5,3,2,0,7,3,44,+9,1
Tristan Thompson,38:24,6,10,.600,0,0,nan,1,2,.500,2,10,12,2,1,2,1,1,13,+9,1
George Hill,38:11,6,9,.667,1,3,.333,0,1,.000,1,3,4,3,2,0,0,3,13,+9,1
J.R. Smith,32:51,3,9,.333,3,6,.500,0,0,nan,0,3,3,3,0,0,1,2,9,+8,1
Kevin Love,28:57,3,12,.250,1,4,.250,2,2,1.000,2,9,11,3,0,0,6,5,9,+5,1
Kyle Korver,25:05,4,7,.571,2,5,.400,4,4,1.000,0,4,4,0,0,3,0,5,14,0,1
Jeff Green,20:02,1,5,.200,0,1,.000,0,0,nan,1,4,5,0,0,1,2,4,2,+5,1
Larry Nance,10:23,1,1,1.000,0,0,nan,5,7,.714,2,1,3,1,1,2,0,0,7,+7,1
Jordan Clarkson,4:02,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,0,-5,1
Cedi Osman,0:12,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
Jose Calderon,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Rodney Hood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Ante Zizic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,35,85,.412,9,28,.321,23,30,.767,9,28,37,21,9,3,9,26,102,nan,240,1
